_editors_choice,_game_types,_comments,_price,_updated,_size,_installs,_version,_required_android,_content_rating,_interactive_elements,_in_app_products,_offered_by,_developer
0,"['Big Fish Games', 'Casino']","1,25,331 total",Install,16 November 2020,Varies with device,"5,000,000+",12.6.0,4.1 and up,"Rated for 18+
Gambling
Learn more","Users interact, Digital purchases","₹20.00 – ₹6,042.40 per item",Big Fish Games,"Visit website
android.email@bigfishgames.com
Privacy Policy
906 Alaskan Way Seattle, WA 98104 United States of America"
0,"['2K, Inc.', 'Sports']","5,96,460 total",Install,26 November 2020,97M,"10,000,000+",4.5.0.5513399,5.0 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹170.00 – ₹8,800.00 per item","2K, Inc.","Visit website
wwesupercardsupport@2k.com
Privacy Policy
9 Hamilton Landing Novato, CA. 94949"
0,"['Chess.com', 'Board']","3,32,475 total",Install,10 December 2020,Varies with device,"10,000,000+",Varies with device,Varies with device,"Rated for 3+
Learn more","Users interact, Digital purchases","₹54.88 – ₹6,600.00 per item",Chess.com,"Visit website
support@chess.com
Privacy Policy
PO Box 60400 Palo Alto, CA 94306"
0,"['QJ Games', 'Strategy']","3,356 total",Install,5 December 2020,792M,"500,000+",9.9.0,5.0 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹79.00 – ₹7,900.00 per item",QJ Games,"contact_koa@funplus.com
Privacy Policy
23 Harbour Rd Great Eagle Ctr Wan Chai, N/A 11111 Hong Kong"
0,"['DeusCraft', 'Adventure']","61,973 total",Install,21 November 2020,Varies with device,"5,000,000+",1.8.5.1,4.4 and up,"Rated for 3+
Learn more",In-game purchases,"₹90.00 – ₹8,400.00 per item",DeusCraft,"Visit website
ttsupport@deuscraft.com
Privacy Policy
Diagorou 4, KERMIA BUILDING, 2nd floor, Flat/Office 204, 1097, Nicosia, Cyprus"
Editors' Choice,"['Rovio Entertainment Corporation', 'Casual']","55,40,543 total",Install,9 December 2020,67M,"100,000,000+",2.48.0,5.0 and up,"Rated for 3+
Learn more",Digital purchases,"₹70.00 – ₹7,700.00 per item",Rovio Entertainment Corporation,"Visit website
support@rovio.com
Privacy Policy
Rovio Entertainment Corporation Keilaranta 7, FI-02150 ESPOO FINLAND"
0,"['Scopely', 'Role Playing']","4,91,392 total",Install,5 December 2020,126M,"10,000,000+",5.0.0,4.4 and up,"Rated for 12+
Moderate violence
Learn more",Digital purchases,"₹79.00 – ₹8,800.00 per item",Scopely,"Visit website
msf.support@aftershock.net
Privacy Policy
3530 Hayden Avenue Suite A Culver City, CA 90232"
Editors' Choice,"['Gram Games Limited', 'Puzzle']","10,60,248 total",Install,30 November 2020,130M,"10,000,000+",5.2.0,4.1 and up,"Rated for 3+
Learn more",Digital purchases,"₹40.00 – ₹5,900.00 per item",Gram Games Limited,"Visit website
support@gram.gs
Privacy Policy
100 Cambridge Grove, The Aircraft Factory, London W6 0LE, United Kingdom"
0,"['Lockwood Publishing Ltd', 'Role Playing']","28,78,072 total",Install,4 December 2020,99M,"50,000,000+",1.048.03,4.4 and up,"Rated for 12+
Parental guidance recommended
Learn more","Users interact, Digital purchases","₹49.99 – ₹5,000.00 per item",Lockwood Publishing Ltd,"Visit website
support@avakin.com
Privacy Policy
Lockwood Publishing Ltd Antenna Media Centre Beck Street Nottingham NG1 1EQ United Kingdom"
Editors' Choice,"['BANDAI NAMCO Entertainment Inc.', 'Action']","7,03,291 total",Install,3 December 2020,81M,"10,000,000+",7.2.1,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹89.00 – ₹6,900.00 per item",BANDAI NAMCO Entertainment Inc.,"Visit website
ww_gp_narutoninjaborutaji_ad@net.bandai.co.jp
Privacy Policy
東京都港区芝5-37-8　バンダイナムコ未来研究所"
Editors' Choice,"['Warner Bros. International Enterprises', 'Action']","7,75,723 total",Install,27 October 2020,Varies with device,"10,000,000+",4.1.1,Varies with device,"Rated for 16+
Strong violence
Learn more",Digital purchases,"₹65.00 – ₹9,000.00 per item",Warner Bros. International Enterprises,"Visit website
support@wbgames.com
Privacy Policy
Warner Bros. Warner Bros. International Enterprises Inc. 4000 WARNER BLVD LOS ANGELES BURBANK United States California 91522-0001"
Editors' Choice,"['ELECTRONIC ARTS', 'Racing']","43,48,207 total",Install,3 December 2020,77M,"100,000,000+",4.9.1,5.0 and up,"Rated for 7+
Implied violence
Learn more",Digital purchases,"₹89.00 – ₹8,900.00 per item",ELECTRONIC ARTS,"Visit website
help@eamobile.com
Privacy Policy
Geneva, Switzerland"
0,"['Stick Sports Ltd', 'Sports']","87,505 total",Install,1 December 2020,89M,"1,000,000+",1.6.14,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹10.00 – ₹1,000.00 per item",Stick Sports Ltd,"Visit website
mobilesupport@sticksports.com
Privacy Policy
1st Floor, 184 Shepherds Bush Rd, London, W6 7NL, United Kingdom"
0,"['Crowdstar Inc', 'Casual']","7,40,344 total",Install,3 December 2020,104M,"10,000,000+",20.13.65,4.4 and up,"Rated for 12+
Sexual innuendo
Learn more","Users interact, In-game purchases","₹89.00 – ₹8,900.00 per item",Crowdstar Inc,"Visit website
covethelp@crowdstar.com
Privacy Policy
875 Howard, Suite 100 San Francisco CA 94103"
Ages up to 8,"['Kiddopia Inc.', 'Educational']","4,109 total",Install,9 December 2020,631M,"1,000,000+",2.3.1,7.0 and up,"Rated for 3+
Learn more",none,"₹249.00 – ₹2,499.00 per item",Kiddopia Inc.,"Visit website
support@kiddopia.com
Privacy Policy
3524 Silverside Road, Suite 35B, Wilmington, Delaware 19810"
0,"['ONEMT', 'Strategy']","54,130 total",Install,9 December 2020,98M,"1,000,000+",1.0.66,5.0 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹83.99 – ₹8,408.99 per item",ONEMT,"Visit website
weservice@onemt.com
Privacy Policy
Room 1903, 19/F, Lee Garden One 33 Hysan Avenue Causeway Bay HK999077 Lokka Entertainment Hong Kong Limited"
0,"['NEKKI', 'Role Playing']","97,851 total",Install,27 November 2020,100M,"1,000,000+",0.4.20,5.0 and up,"Rated for 12+
Moderate violence
Learn more",In-game purchases,"₹75.00 – ₹8,500.00 per item",NEKKI,"Visit website
support@nekki.mail.helpshift.com
Privacy Policy
116 Gladstonos Street M. KYPRIANOU HOUSE, 3&4 floor, 3032, Limassol, Cyprus."
Editors' Choice,"['Playkot LTD', 'Role Playing']","3,73,862 total",Install,23 November 2020,157M,"5,000,000+",1.26.4,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹80.00 – ₹10,100.00 per item",Playkot LTD,"Visit website
support@playkot.mail.helpshift.com
Privacy Policy
28 Oktovriou str. 367, Office A5, Mediterranean Court, 3107, Limassol, Cyprus"
0,"['Azur Interactive Games Limited', 'Action']","15,30,501 total",Install,14 October 2020,Varies with device,"50,000,000+",1.41.0,4.4 and up,"Rated for 16+
Strong violence
Learn more","Users interact, In-game purchases","₹14.99 – ₹3,950.00 per item",Azur Interactive Games Limited,"Visit website
modernstrike@azurgames.com
Privacy Policy
Cyprus"
0,"['Melsoft Games', 'Casual']","39,95,823 total",Install,8 December 2020,40M,"50,000,000+",2020.12.1,4.1 and up,"Rated for 12+
Sexual innuendo, Mild swearing
Learn more","Users interact, In-game purchases","₹15.00 – ₹26,000.00 per item",Melsoft Games,"Visit website
support@melsoft-games.mail.helpshift.com
Privacy Policy
105, Agion Omologiton Avenue, 1080 Nicosia, Cyprus"
0,"['Rockstar Games', 'Arcade']","1,57,483 total",₹121.00 Buy,6 February 2019,7.3M,"1,000,000+",1.09,7.0 and up,"Rated for 18+
Extreme violence
Learn more",none,none,Rockstar Games,"Visit website
ViceCity_AndroidSupport@rockstargames.com
Privacy Policy
622 Broadway 6th Floor New York NY 10012"
Editors' Choice,"['GAME FOCUS NETWORK LIMITED', 'Strategy']","8,73,476 total",Install,1 December 2020,Varies with device,"50,000,000+",1.0.329,Varies with device,"Rated for 12+
Moderate violence, Horror
Learn more","Users interact, In-game purchases","₹85.00 – ₹26,000.00 per item",GAME FOCUS NETWORK LIMITED,"Visit website
support@im30.net
Privacy Policy
16/F 700 NATHAN RD MONG KOK KLN HONG KONG"
Editors' Choice,"['Jam City, Inc.', 'Adventure']","19,72,066 total",Install,1 December 2020,122M,"10,000,000+",3.1.1,5.0 and up,"Rated for 12+
Moderate violence
Learn more",Digital purchases,"₹69.00 – ₹6,700.00 per item","Jam City, Inc.","Visit website
support@jamcity.com
Privacy Policy
3562 Eastham Drive Culver City, CA 90232"
0,"['Huuuge Games - Play Together', 'Casino']","2,51,909 total",Install,1 December 2020,99M,"10,000,000+",6.1.2700,4.1 and up,"Rated for 18+
Gambling
Learn more","Users interact, Digital purchases","₹79.00 – ₹25,900.00 per item",Huuuge Games - Play Together,"Visit website
support@huuugegames.com
Privacy Policy
Lordou Vyronos, 61 Lumiel Building, 4th floor 6023 Larnaca Cyprus"
0,"['tap4fun', 'Strategy']","1,62,544 total",Install,2 December 2020,91M,"1,000,000+",1.26.0,4.3 and up,"Rated for 16+
Strong violence, Strong language
Learn more","Users interact, In-game purchases","₹85.00 – ₹7,000.00 per item",tap4fun,"Visit website
kissofwar@nibirutech.com
Privacy Policy
Tianfu St,Tianfu Software Pk,A3 Chengdu, Sichuan 610041 China"
0,"['Fastone Games HK', 'Strategy']","6,70,212 total",Install,9 December 2020,125M,"10,000,000+",3.7.2,4.1 and up,"Rated for 3+
Learn more",In-game purchases,"₹43.00 – ₹9,000.00 per item",Fastone Games HK,"Visit website
armies_help@boooea.com
Privacy Policy
WAYSONCOMMERCIAL BUILDING 28CONNAUGHT ROAD WEST SHEUNG WANHONG KONG"
0,"['Modo Global', 'Strategy']","37,155 total",Install,3 December 2020,31M,"1,000,000+",1.2.9,4.1 and up,"Rated for 7+
Mild violence
Learn more",In-game purchases,"₹79.00 – ₹11,900.00 per item",Modo Global,"Visit website
cs@modogame.com
Privacy Policy
#14-21, 2 Venture Drive, Vision Exchange, Singapore"
0,"['Entrepreneur Game', 'Word']","1,66,921 total",Install,11 November 2020,42M,"1,000,000+",1.4.8,4.2 and up,"Rated for 3+
Learn more",none,"₹89.00 – ₹8,900.00 per item",Entrepreneur Game,"Visit website
immortalxmj@gmail.com
Privacy Policy
unit B22 ,9/F ,Billion Plaza 2 ,10 Cheung Yue Street,Cheung Sha Wan,HongKong"
0,"['Crazy Maple Studio Dev', 'Simulation']","3,00,095 total",Install,8 December 2020,99M,"10,000,000+",6.0.7,4.4 and up,"Rated for 16+
Sex
Learn more",none,"₹65.00 – ₹6,400.00 per item",Crazy Maple Studio Dev,"Visit website
support@crazymaplestudio.com
Privacy Policy
1277 Borregas Ave, Suite A, Sunnyvale, CA , 94089"
0,"['Melsoft Games', 'Casual']","3,84,334 total",Install,3 December 2020,107M,"10,000,000+",202016.1.10562,4.1 and up,"Rated for 12+
Mild swearing
Learn more",In-game purchases,"₹85.00 – ₹12,400.00 per item",Melsoft Games,"Visit website
support@melsoft-games.mail.helpshift.com
Privacy Policy
105, Agion Omologiton Avenue, 1080 Nicosia, Cyprus"
0,"['Miniclip.com', 'Action']","29,40,602 total",Install,27 November 2020,43M,"100,000,000+",5.3.4,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹34.00 – ₹2,965.00 per item",Miniclip.com,"Visit website
support@miniclip.com
Privacy Policy
Miniclip SA Case Postale 2671 2001 Neuchâtel Switzerland"
0,"['Rockstar Games', 'Action']","5,62,150 total",₹182.00 Buy,13 April 2019,15M,"1,000,000+",2.00,7.0 and up,"Rated for 18+
Extreme violence, Gambling
Learn more",none,none,Rockstar Games,"Visit website
sanandreasandroidsupport@rockstargames.com
Privacy Policy
622 Broadway 6th Floor New York NY 10012"
0,"['Big Fish Games', 'Puzzle']","97,200 total",Install,17 November 2020,103M,"1,000,000+",1.16.0,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹40.00 – ₹1,810.00 per item",Big Fish Games,"Visit website
info@bigfishgames.com
Privacy Policy
906 Alaskan Way Seattle, WA 98104 United States of America"
0,"['Blockman GO Studio', 'Arcade']","16,11,126 total",Install,9 December 2020,147M,"10,000,000+",1.21.2,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹65.00 – ₹17,200.00 per item",Blockman GO Studio,"Visit website
blockymods@sandboxol.com
Privacy Policy
中国广东省珠海市高新区港湾1号 港10栋 3楼"
0,"['Candivore', 'Casual']","1,59,411 total",Install,5 December 2020,Varies with device,"1,000,000+",3.205,5.0 and up,"Rated for 3+
Learn more",Digital purchases,"₹65.00 – ₹13,200.00 per item",Candivore,"Visit website
contact@candivore.io
Privacy Policy
Ibn Gabirol 30, Tel Aviv, Israel"
0,"['Jelly Button Games', 'Casual']","5,21,463 total",Install,9 December 2020,Varies with device,"10,000,000+",3.37.0,4.4 and up,"Rated for 3+
Learn more",none,"₹75.00 – ₹6,600.00 per item",Jelly Button Games,"Visit website
support@boardkingsgame.com
Privacy Policy
Jelly Button Games Kibutz Galuyot 23 Tel Aviv Israel"
Editors' Choice,"['NaturalMotionGames Ltd', 'Strategy']","5,18,110 total",Install,16 September 2020,51M,"5,000,000+",1.39.1,4.2 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹69.00 – ₹12,900.00 per item",NaturalMotionGames Ltd,"Visit website
android.support@zynga.com
Privacy Policy
6 Agar Street London WC2N 4HN"
0,"['Nextwave Multimedia', 'Sports']","28,55,786 total",Install,14 November 2020,70M,"50,000,000+",2.9.0,4.4 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹15.00 – ₹3,550.00 per item",Nextwave Multimedia,"Visit website
cricket@nextwavemultimedia.com
Privacy Policy
Nextwave Multimedia Royapettah, Chennai - 14"
0,"['Scopely', 'Strategy']","2,04,337 total",Install,8 December 2020,151M,"5,000,000+",1.000.12245,4.4 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹79.00 – ₹8,800.00 per item",Scopely,"Visit website
startrek-support@scopely.io
Privacy Policy
3530 Hayden Avenue Suite A Culver City, CA 90232"
0,"['Firecraft Studios', 'Puzzle']","18,03,027 total",Install,2 December 2020,159M,"50,000,000+",1.80.0,4.1 and up,"Rated for 3+
Learn more",In-game purchases,"₹29.00 – ₹12,600.00 per item",Firecraft Studios,"Visit website
contact@firecraftstudios.com
Privacy Policy
636 Ramona Street, Palo Alto, California, 94301"
Editors' Choice,"['Crowdstar Inc', 'Simulation']","9,71,538 total",Install,4 December 2020,106M,"50,000,000+",1.62.028,4.4 and up,"Rated for 3+
Learn more","Users interact, Shares location, In-game purchases","₹89.00 – ₹8,900.00 per item",Crowdstar Inc,"Visit website
designhelp@crowdstar.com
Privacy Policy
875 Howard, Suite 100 San Francisco CA 94103"
0,"['IGG.COM', 'Strategy']","49,10,715 total",Install,10 December 2020,39M,"100,000,000+",1.8.5,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹59.00 – ₹6,729.33 per item",IGG.COM,"Visit website
help.castle.android@igg.com
Privacy Policy
80 Pasir Panjang Road #18-84 Mapletree Business City Singapore 117372"
0,"['Huuuge Games - Play Together', 'Casino']","7,28,748 total",Install,3 December 2020,98M,"10,000,000+",6.1.2700,4.1 and up,"Rated for 18+
Gambling
Learn more","Users interact, Digital purchases","₹79.00 – ₹25,900.00 per item",Huuuge Games - Play Together,"Visit website
support@huuugegames.com
Privacy Policy
Lordou Vyronos, 61 Lumiel Building, 4th floor 6023 Larnaca Cyprus"
0,"['PT.farm Inc.', 'Card']","18,909 total",Install,4 December 2020,105M,"500,000+",4.7.5,4.1 and up,"Rated for 18+
Simulated gambling
Learn more","Users interact, In-game purchases","₹270.00 – ₹8,900.00 per item",PT.farm Inc.,"Visit website
contact@pokerrrrapp.com
Privacy Policy
3F., No.123, Sec. 4, Bade Rd., Songshan Dist., Taipei City 105, Taiwan"
0,"['Playtika', 'Card']","13,54,006 total",Install,7 December 2020,113M,"50,000,000+",7.23.0,4.1 and up,"Rated for 18+
Simulated gambling
Learn more","Users interact, In-app purchases","₹60.00 – ₹26,000.00 per item",Playtika,"Visit website
support@playwsop.com
Privacy Policy
Playtika Holdings LLC 2225 Village Walk Drive suite 240 Henderson, NV USA 89052"
0,"['ONEMT', 'Strategy']","1,50,690 total",Install,24 November 2020,94M,"10,000,000+",1.7.9,4.1 and up,"Rated for 12+
Moderate violence
Learn more",Users interact,"₹75.00 – ₹8,900.00 per item",ONEMT,"Visit website
servicerok@onemt.com
Privacy Policy
Room 1903, 19/F, Lee Garden One 33 Hysan Avenue Causeway Bay HK999077 Lokka Entertainment Hong Kong Limited"
0,"['Goodgame Studios', 'Strategy']","13,15,179 total",Install,1 December 2020,Varies with device,"50,000,000+",Varies with device,4.0 and up,"Rated for 3+
Learn more","Users interact, Digital purchases","₹79.00 – ₹26,000.00 per item",Goodgame Studios,"Visit website
support@goodgamestudios.mail.helpshift.com
Privacy Policy
Theodorstraße 42-90, Haus 9 22761 Hamburg / Germany"
Editors' Choice,"['MYTONA', 'Simulation']","8,46,870 total",Install,9 December 2020,90M,"10,000,000+",1.32.0,4.4 and up,"Rated for 12+
Mild swearing
Learn more","Users interact, Digital purchases","₹10.00 – ₹8,900.00 per item",MYTONA,"Visit website
support@mytona.com
Privacy Policy
Clementi Central Post Office, PO Box 041 Singapore 911202"
0,"['Nordeus', 'Sports']","42,75,837 total",Install,8 December 2020,103M,"50,000,000+",10.14,4.4 and up,"Rated for 3+
Learn more",Digital purchases,"₹60.00 – ₹13,900.00 per item",Nordeus,"Visit website
support.topeleven@nordeus.com
Privacy Policy
3rd Floor, Kilmore House Park Lane, Spencer Dock Dublin 1 Ireland"
0,"['Ajoy Lab Games', 'Role Playing']","1,51,080 total",Install,9 December 2020,100M,"5,000,000+",1.0.0302,4.1 and up,"Rated for 12+
Horror
Learn more","Users interact, In-game purchases","₹79.00 – ₹7,900.00 per item",Ajoy Lab Games,"Visit website
taptapheroes.feedback@gmail.com
Privacy Policy
ROOM D,10/F.,TOWER A,BILLION CENTRE,1 WANG KWONG ROAD,KOWLOON BAY ,KOWLOON,HONGKONG"
0,"['IGG.COM', 'Casino']","4,01,383 total",Install,12 March 2020,26M,"10,000,000+",2.6.0,4.0.3 and up,"Rated for 18+
Simulated gambling
Learn more","Users interact, In-game purchases","₹107.10 – ₹7,600.00 per item",IGG.COM,"Visit website
Help.poker.android@igg.com
Privacy Policy
80 Pasir Panjang Road #18-84 Mapletree Business City Singapore 117372"
0,"['King', 'Casual']","88,54,902 total",Install,9 December 2020,80M,"100,000,000+",5.49.5,4.0.3 and up,"Rated for 3+
Learn more","Users interact, Shares info, Digital purchases","₹79.00 – ₹7,900.00 per item",King,"Visit website
farmheroes.techhelp@king.com
Privacy Policy
King.com Limited Aragon Business Centre, Level 4, Dragonara Road, St Julians STJ3140, Malta"
Editors' Choice,"['Innersloth LLC', 'Action']","85,10,640 total",Install,26 November 2020,76M,"100,000,000+",2020.11.17,4.4 and up,"Rated for 7+
Mild violence
Learn more",Digital purchases,₹80.00 – ₹250.00 per item,Innersloth LLC,"Visit website
support@innersloth.com
Privacy Policy
PO Box 2532 Redmond, WA 98073"
0,"['Wargaming Group', 'Strategy']","34,11,739 total",Install,9 December 2020,115M,"100,000,000+",7.5.0.441,4.2 and up,"Rated for 7+
Implied violence
Learn more","Users interact, In-game purchases","₹29.00 – ₹8,900.00 per item",Wargaming Group,"Visit website
blitz_android_support@wargaming.net
Privacy Policy
WARGAMING  Group Limited Incorporated in Cyprus , HE 290868, VAT CY 10290868U, TIC12290868W 105, Agion Omologiton Avenue 1080 Nicosia CYPRUS"
0,"['YOUZU(SINGAPORE)PTE.LTD.', 'Role Playing']","30,832 total",Install,8 November 2020,71M,"1,000,000+",1.4.0,4.4 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, In-game purchases","₹85.00 – ₹26,000.00 per item",YOUZU(SINGAPORE)PTE.LTD.,"Visit website
fwgad@gtarcade.com
Privacy Policy
60 PAYA LEBAR ROAD #08-43 PAYA LEBAR SQUARE SINGAPORE (409051)"
0,"['ONESOFT', 'Arcade']","18,32,687 total",Install,8 December 2020,98M,"100,000,000+",30.8,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, In-game purchases","₹30.00 – ₹6,000.00 per item",ONESOFT,"Visit website
feedback@abigames.com.vn
Privacy Policy
470 NORTH BRIDGE ROAD, SINGAPORE"
0,"['Elex', 'Role Playing']","11,26,611 total",Install,30 November 2020,102M,"10,000,000+",1.1.285,4.1 and up,"Rated for 12+
Moderate violence, Sexual innuendo, Horror
Learn more","Users interact, Digital purchases","₹75.00 – ₹26,000.00 per item",Elex,"Visit website
magicrush@elex-tech.com
Privacy Policy
Flat/RM 603 6/F, Laws Commercial Plaza, 788 Chueng Sha Wan Road, Cheung Sha Wan, Hong Kong"
Editors' Choice,"['ELECTRONIC ARTS', 'Simulation']","51,32,161 total",Install,8 December 2020,132M,"100,000,000+",1.35.1.97007,4.1 and up,"Rated for 7+
Implied violence, Mild violence
Learn more","Users interact, Digital purchases","₹89.00 – ₹8,900.00 per item",ELECTRONIC ARTS,"Visit website
help@eamobile.com
Privacy Policy
Geneva, Switzerland"
Editors' Choice,"['Socialpoint', 'Simulation']","79,72,973 total",Install,10 December 2020,130M,"100,000,000+",10.8,4.1 and up,"Rated for 7+
Mild violence
Learn more","Users interact, Digital purchases","₹75.00 – ₹10,600.00 per item",Socialpoint,"Visit website
info@socialpoint.es
Privacy Policy
Llacuna 166, Planta 10 08018 Barcelona Spain"
0,"['Reworks Ltd', 'Simulation']","83,986 total",Install,10 December 2020,34M,"1,000,000+",1.1.53,5.0 and up,"Rated for 3+
Learn more",In-app purchases,"₹50.00 – ₹10,800.00 per item",Reworks Ltd,"Visit website
support@redecor.com
Privacy Policy
Runeberginkatu 5, 00100 Helsinki, Finland"
0,"['InnoGames GmbH', 'Strategy']","9,36,321 total",Install,9 December 2020,102M,"10,000,000+",1.192.21,4.1 and up,"Rated for 3+
Learn more","Users interact, In-game purchases","₹79.00 – ₹15,500.00 per item",InnoGames GmbH,"Visit website
foe.android@support.innogames.com
Privacy Policy
InnoGames GmbH Friesenstraße 13 20097 Hamburg Germany"
0,"['leneqi', 'Role Playing']","4,557 total",Install,5 November 2020,9.4M,"100,000+",1.0.1,5.0 and up,"Rated for 12+
Sexual innuendo
Learn more","Users interact, In-game purchases","₹85.00 – ₹8,700.00 per item",leneqi,"lightvsshadow77@gmail.com
Privacy Policy
lightvsshadow77@gmail.com"
Editors' Choice,"['Netmarble', 'Action']","2,19,986 total",Install,23 November 2020,120M,"10,000,000+",1.7.0,5.1 and up,"Rated for 12+
Nudity
Learn more","Users interact, In-game purchases","₹89.00 – ₹8,900.00 per item",Netmarble,"Visit website
netmarbles@igsinc.co.kr
Privacy Policy
20th Fl, G-Valley Biz Plaza, 300 Digital-ro, Guro-gu, Seoul, Korea"
Editors' Choice,"['Oh BiBi', 'Action']","8,50,358 total",Install,2 December 2020,100M,"50,000,000+",1.7.4,4.3 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹50.00 – ₹7,900.00 per item",Oh BiBi,"Visit website
support@ohbibi.com
Privacy Policy
16 rue d'Athènes 75009 Paris FRANCE"
0,"['Moonfrog', 'Board']","11,06,658 total",Install,6 December 2020,Varies with device,"50,000,000+",Varies with device,Varies with device,"Rated for 3+
Learn more","Users interact, In-game purchases","₹10.00 – ₹25,000.00 per item",Moonfrog,"Visit website
ludoclubsupport@moonfroglabs.com
Privacy Policy
16/3, Level 3, Adarsh Yellavarthy Centre Cambridge Road, Ulsoor Bangalore - 560008 Karnataka, India"
Editors' Choice,"['VNG GAME STUDIOS', 'Action']","19,17,669 total",Install,4 November 2020,Varies with device,"100,000,000+",Varies with device,4.1 and up,"Rated for 16+
Strong violence
Learn more",In-game purchases,"₹10.00 – ₹8,800.00 per item",VNG GAME STUDIOS,"Visit website
support.global@vng.com.vn
Privacy Policy
182 Le Dai Hanh, Ward 15, District 11, HCMC"
0,"['Zuuks Games', 'Simulation']","8,87,132 total",Install,27 November 2020,62M,"50,000,000+",1.4.5,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹170.00 – ₹1,200.00 per item",Zuuks Games,"Visit website
help@zuuks.com
Privacy Policy
Istanbul , Turkey"
0,"['ZeptoLab', 'Action']","1,24,091 total",Install,8 December 2020,134M,"5,000,000+",3.5.1,6.0 and up,"Rated for 16+
Strong violence
Learn more",In-game purchases,"₹80.00 – ₹8,200.00 per item",ZeptoLab,"Visit website
bulletecho@zeptolab.com
Privacy Policy
2 Eaton Gate, London, SW1W 9BJ United Kingdom"
0,"['LEME GAMES', 'Strategy']","1,16,803 total",Install,18 November 2020,130M,"5,000,000+",5.18.0,4.1 and up,"Rated for 12+
Moderate violence
Learn more","Users interact, Digital purchases","₹79.00 – ₹7,900.00 per item",LEME GAMES,"Visit website
coe@lemegames.com
Privacy Policy
FA YUEN COMMERCIAL BUILDING 75-77 FA YUEN STREET MONGKOK KL"
Editors' Choice,"['Gameloft SE', 'Racing']","94,02,768 total",Install,30 October 2020,86M,"100,000,000+",5.4.0o,4.4 and up,"Rated for 7+
Mild violence, Implied violence
Learn more","Users interact, In-game purchases","₹10.00 – ₹8,900.00 per item",Gameloft SE,"Visit website
android.support@gameloft.com
Privacy Policy
14 rue Auber 75009 Paris"
0,"['BELKA GAMES', 'Card']","34,336 total",Install,27 November 2020,119M,"1,000,000+",2.2.0,5.0 and up,"Rated for 3+
Learn more",In-game purchases,"₹70.00 – ₹6,100.00 per item",BELKA GAMES,"Visit website
solitaire_support@belkatechnologies.com
Privacy Policy
Glάdstonos, 85-403, 3032, Limassol, Cyprus"
0,"['HIGGS TECHNOLOGY CO LIMITED', 'Simulation']","37,588 total",Install,9 December 2020,75M,"1,000,000+",2.2.9,4.1 and up,"Rated for 16+
Sex
Learn more",Users interact,"₹75.00 – ₹7,900.00 per item",HIGGS TECHNOLOGY CO LIMITED,"Visit website
Romanceteams@gmail.com
Privacy Policy
香港"
0,"['Playtika Santa Monica', 'Board']","7,06,661 total",Install,8 December 2020,Varies with device,"10,000,000+",4.55.1,Varies with device,"Rated for 18+
Gambling
Learn more","Users interact, In-game purchases","₹60.76 – ₹26,000.00 per item",Playtika Santa Monica,"Visit website
contact-SMO@playtika.com
Privacy Policy
2461 Santa Monica Blvd #123 Santa Monica CA 90404"
0,"['Youda Games Holding B.V.', 'Card']","2,48,113 total",Install,25 November 2020,123M,"5,000,000+",7.3.0,4.4 and up,"Rated for 18+
Simulated gambling
Learn more","Users interact, In-game purchases","₹70.00 – ₹14,600.00 per item",Youda Games Holding B.V.,"Visit website
support@governorofpoker.com
Privacy Policy
Beechavenue 182 1119 PX Schiphol-Rijk The Netherlands"
0,"['Gloud Technology', 'Action']","1,58,497 total",Install,19 November 2020,57M,"10,000,000+",4.2.4,4.4 and up,"Rated for 3+
Learn more",none,"₹85.00 – ₹10,800.00 per item",Gloud Technology,"Visit website
help@51ias.com
Privacy Policy
北京市西城区北三环中路甲29号院3号楼设计之都大厦3层305"
0,"['PEARL ABYSS', 'Role Playing']","3,29,396 total",Install,27 November 2020,95M,"5,000,000+",4.3.13,5.0 and up,"Rated for 12+
Moderate violence
Learn more",Users interact,"₹70.00 – ₹8,500.00 per item",PEARL ABYSS,"Visit website
mobile_en@blackdesertm.com
Privacy Policy
24, Simin-daero 327beon-gil, Dongan-gu, Anyang-si, Gyeonggi-do, Republic of Korea"
